154,гордый,орел,Алексей,22,Мужской,3,12345,2024-02-26
155,уйти,проститься,Алексей,22,Мужской,5,12345,2024-02-26
156,заменить,слово,Алексей,22,Мужской,8,12345,2024-02-26
157,свистеть,дуть,Алексей,22,Мужской,11,12345,2024-02-26
158,доктор,Айболит,Алексей,22,Мужской,11,12345,2024-02-26
159,женщина,она,Алексей,22,Мужской,3,12345,2024-02-26
160,мужчина,борода,Алексей,22,Мужской,9,12345,2024-02-26
161,страна,Россия,Алексей,22,Мужской,4,12345,2024-02-26
162,двор,забор,Алексей,22,Мужской,10,12345,2024-02-26
163,атомный,реактор,Алексей,22,Мужской,3,12345,2024-02-26
164,превосходство,победитель,Алексей,22,Мужской,7,12345,2024-02-26
165,мед,сладость,Алексей,22,Мужской,4,12345,2024-02-26
166,вести,новости,Алексей,22,Мужской,8,12345,2024-02-26
167,сестра,брат,Алексей,22,Мужской,5,12345,2024-02-26
168,пройтись,пешком,Алексей,22,Мужской,5,12345,2024-02-26
169,безответственный,беспечный,Алексей,22,Мужской,9,12345,2024-02-26
170,маленький,принц,Алексей,22,Мужской,8,12345,2024-02-26
171,однообразие,серость,Алексей,22,Мужской,6,12345,2024-02-26
172,интеллигент,мудрец,Алексей,22,Мужской,4,12345,2024-02-26
173,старик,дедушка,Алексей,22,Мужской,4,12345,2024-02-26
174,энергичный,жизнерадостный,Алексей,22,Мужской,8,12345,2024-02-26
175,камень,щебень,Алексей,22,Мужской,26,12345,2024-02-26
176,светлый,солнце,Алексей,22,Мужской,4,12345,2024-02-26
177,опасный,осторожность,Алексей,22,Мужской,29,12345,2024-02-26
178,сесть,встать,Алексей,22,Мужской,10,12345,2024-02-26
179,давать,подарок,Алексей,22,Мужской,30,12345,2024-02-26
180,собраться,компания,Алексей,22,Мужской,7,12345,2024-02-26
181,сидеть,стоять,Алексей,22,Мужской,3,12345,2024-02-26
182,старый,мудрец,Алексей,22,Мужской,3,12345,2024-02-26
183,гражданин,человек,Алексей,22,Мужской,8,12345,2024-02-26
184,социальный,общительный,Алексей,22,Мужской,4,12345,2024-02-26
185,бедствие,стихия,Алексей,22,Мужской,4,12345,2024-02-26
186,культурный,интеллигентный,Алексей,22,Мужской,10,12345,2024-02-26
187,победа,ура,Алексей,22,Мужской,8,12345,2024-02-26
188,квадрат,синий,Виталий,21,Мужской,7,12345,2024-02-26
189,передвигать,вращать,Виталий,21,Мужской,5,12345,2024-02-26
190,независимый,зависимость,Виталий,21,Мужской,11,12345,2024-02-26
191,открытый,мир,Виталий,21,Мужской,3,12345,2024-02-26
192,километр,дорога,Виталий,21,Мужской,6,12345,2024-02-26
193,рабочий,класс,Виталий,21,Мужской,2,12345,2024-02-26
194,видеть,небо,Виталий,21,Мужской,3,12345,2024-02-26
195,самый,большой,Виталий,21,Мужской,4,12345,2024-02-26
196,слабый,сильный,Виталий,21,Мужской,11,12345,2024-02-26
197,бюрократия,бумаги,Виталий,21,Мужской,2,12345,2024-02-26
198,душа,внутри,Виталий,21,Мужской,23,12345,2024-02-26
199,Чехов,писатель,Виталий,21,Мужской,7,12345,2024-02-26
200,народ,трудовой,Виталий,21,Мужской,5,12345,2024-02-26
201,влияние,превосходство,Виталий,21,Мужской,6,12345,2024-02-26
202,рубль,доллар,Виталий,21,Мужской,4,12345,2024-02-26
203,неудача,провал,Виталий,21,Мужской,3,12345,2024-02-26
204,открывать,закрывать,Виталий,21,Мужской,3,12345,2024-02-26
205,сосать,лединец,Виталий,21,Мужской,22,12345,2024-02-26
206,везти,ехать,Виталий,21,Мужской,7,12345,2024-02-26
207,фамилия,имя,Виталий,21,Мужской,2,12345,2024-02-26
208,мнение,своё,Виталий,21,Мужской,10,12345,2024-02-26
209,беседа,общение,Виталий,21,Мужской,29,12345,2024-02-26
210,традиция,предки,Виталий,21,Мужской,6,12345,2024-02-26
211,очень,сильно,Виталий,21,Мужской,2,12345,2024-02-26
212,безрассудный,сорвиголова,Виталий,21,Мужской,6,12345,2024-02-26
213,просеивать,зерно,Виталий,21,Мужской,4,12345,2024-02-26
214,знакомый,понятный,Виталий,21,Мужской,4,12345,2024-02-26
215,товарищ,друг,Виталий,21,Мужской,4,12345,2024-02-26
216,молчать,ждать,Виталий,21,Мужской,11,12345,2024-02-26
217,копейка,валюта,Виталий,21,Мужской,3,12345,2024-02-26
218,промышленность,завод,Виталий,21,Мужской,2,12345,2024-02-26
219,магазин,продукты,Виталий,21,Мужской,11,12345,2024-02-26
220,здоровье,ценность,Виталий,21,Мужской,3,12345,2024-02-26
221,медицина,здоровье,Виталий,21,Мужской,5,12345,2024-02-26
222,часть,половина,Виталий,21,Мужской,3,12345,2024-02-26
223,светлый,темный,Виталий,21,Мужской,2,12345,2024-02-26
224,надеяться,ждать,Виталий,21,Мужской,2,12345,2024-02-26
225,поле,сено,Виталий,21,Мужской,2,12345,2024-02-26
226,страдание,боль,Виталий,21,Мужской,4,12345,2024-02-26
227,лист,дерево,Виталий,21,Мужской,10,12345,2024-02-26
228,голос,звук,Виталий,21,Мужской,2,12345,2024-02-26
229,демократия,голос,Виталий,21,Мужской,2,12345,2024-02-26
230,управлять,править,Виталий,21,Мужской,2,12345,2024-02-26
231,сдавать,предавать,Виталий,21,Мужской,4,12345,2024-02-26
232,расческа,волосы,Виталий,21,Мужской,2,12345,2024-02-26
233,человек,личность,Виталий,21,Мужской,4,12345,2024-02-26
234,давление,напряжение,Виталий,21,Мужской,3,12345,2024-02-26
235,собака,пёс,Виталий,21,Мужской,3,12345,2024-02-26
236,терять,ключи,Виталий,21,Мужской,3,12345,2024-02-26
237,бумага,дерево,Виталий,21,Мужской,2,12345,2024-02-26
238,равенство,равно,Виталий,21,Мужской,5,12345,2024-02-26
239,редко,часто,Виталий,21,Мужской,2,12345,2024-02-26
240,активный,состав,Виталий,21,Мужской,10,12345,2024-02-26
241,печь,масло,Виталий,21,Мужской,3,12345,2024-02-26
242,висеть,турник,Виталий,21,Мужской,3,12345,2024-02-26
243,тема,презентация,Виталий,21,Мужской,3,12345,2024-02-26
244,совет,слово,Виталий,21,Мужской,2,12345,2024-02-26
245,важный,шаг,Виталий,21,Мужской,42,12345,2024-02-26
246,уметь,мочь,Виталий,21,Мужской,2,12345,2024-02-26
247,спорт,важно,Виталий,21,Мужской,4,12345,2024-02-26
248,колесо,автомобиль,Виталий,21,Мужской,6,12345,2024-02-26
249,игла,шприц,Виталий,21,Мужской,2,12345,2024-02-26
250,остановиться,стоп,Виталий,21,Мужской,2,12345,2024-02-26
251,расходы,доходы,Виталий,21,Мужской,2,12345,2024-02-26
252,взрослый,ребенок,Виталий,21,Мужской,2,12345,2024-02-26
253,задолженность,деньги,Виталий,21,Мужской,11,12345,2024-02-26
254,тайга,лес,Виталий,21,Мужской,1,12345,2024-02-26
255,возрождать,роды,Виталий,21,Мужской,2,12345,2024-02-26
256,штраф,деньги,Виталий,21,Мужской,2,12345,2024-02-26
257,религия,вера,Виталий,21,Мужской,2,12345,2024-02-26
258,капля,море,Виталий,21,Мужской,1,12345,2024-02-26
259,курс,доллар,Виталий,21,Мужской,3,12345,2024-02-26
260,щедрость,деньги,Виталий,21,Мужской,4,12345,2024-02-26
261,пиво,алкоголь,Виталий,21,Мужской,3,12345,2024-02-26
262,быстрый,писать,Виталий,21,Мужской,5,12345,2024-02-26
263,записать,ручка,Виталий,21,Мужской,2,12345,2024-02-26
264,хотеть,часто,Виталий,21,Мужской,168,12345,2024-02-26
265,комфорт,условия,Виталий,21,Мужской,3,12345,2024-02-26
266,стыдливый,дело,Виталий,21,Мужской,3,12345,2024-02-26
267,плохой,поступок,Виталий,21,Мужской,2,12345,2024-02-26
268,помощь,человек,Виталий,21,Мужской,3,12345,2024-02-26
269,плод,ягода,Виталий,21,Мужской,2,12345,2024-02-26
270,дистанция,время,Виталий,21,Мужской,2,12345,2024-02-26
271,гимн,честь,Виталий,21,Мужской,3,12345,2024-02-26
272,папа,семья,Виталий,21,Мужской,4,12345,2024-02-26
273,попробовать,попытка,Виталий,21,Мужской,3,12345,2024-02-26
274,социальный,человек,Виталий,21,Мужской,2,12345,2024-02-26
275,начаться,вреся,Виталий,21,Мужской,4,12345,2024-02-26
276,ужас,страх,Виталий,21,Мужской,4,12345,2024-02-26
277,губа,лицо,Виталий,21,Мужской,5,12345,2024-02-26
278,речь,слово,Виталий,21,Мужской,2,12345,2024-02-26
279,окно,взгляд,Виталий,21,Мужской,2,12345,2024-02-26
280,яркий,свет,Виталий,21,Мужской,3,12345,2024-02-26
281,маленький,размер,Виталий,21,Мужской,5,12345,2024-02-26
282,милый,кот,Виталий,21,Мужской,2,12345,2024-02-26
283,наркотик,зависимость,Виталий,21,Мужской,3,12345,2024-02-26
284,ракета,полёт,Виталий,21,Мужской,3,12345,2024-02-26
285,живой,мертв,Виталий,21,Мужской,1,12345,2024-02-26
286,жена,невеста,Виталий,21,Мужской,3,12345,2024-02-26
287,право,лево,Виталий,21,Мужской,1,12345,2024-02-26
288,трава,луг,Виталий,21,Мужской,2,12345,2024-02-26
289,Бог,церковь,Егор,23,Мужской,15,12345,2024-02-27
290,Иван,Сусанин,Егор,23,Мужской,10,12345,2024-02-27
291,прививка,ковид,Егор,23,Мужской,14,12345,2024-02-27
292,девочка,Маша,Егор,23,Мужской,5,12345,2024-02-27
293,мафия,игра,Егор,23,Мужской,6,12345,2024-02-27
294,экзамен,егэ,Егор,23,Мужской,9,12345,2024-02-27
297,бумага,камень,Егор,23,Мужской,2,12345,2024-02-27
298,эгоизм,женщина,Егор,23,Мужской,11,12345,2024-02-27
299,подняться,упасть,Егор,23,Мужской,2,12345,2024-02-27
300,возить,телегу,Егор,23,Мужской,4,12345,2024-02-27
301,близкий,друг,Егор,23,Мужской,2,12345,2024-02-27
302,запутывать,клубок,Егор,23,Мужской,2,12345,2024-02-27
303,помочь,сумка,Егор,23,Мужской,6,12345,2024-02-27
304,трудолюбие,отвага,Егор,23,Мужской,10,12345,2024-02-27
305,лаконичный,короткий,Егор,23,Мужской,3,12345,2024-02-27
306,женщина,мужчина,Егор,23,Мужской,2,12345,2024-02-27
307,эгоист,мужчина,Егор,23,Мужской,7,12345,2024-02-27
308,однообразие,скука,Егор,23,Мужской,7,12345,2024-02-27
309,Россия,крым,Егор,23,Мужской,6,12345,2024-02-27
310,ЛОЖЬ,правда,Егор,23,Мужской,3,12345,2024-02-27
311,остаться,уйти,Егор,23,Мужской,3,12345,2024-02-27
312,стараться,сделать,Егор,23,Мужской,39,12345,2024-02-27
313,брать,камень,Егор,23,Мужской,4,12345,2024-02-27
314,пройтись,вода,Егор,23,Мужской,4,12345,2024-02-27
315,бесформенный,аморфный,Егор,23,Мужской,4,12345,2024-02-27
316,просто,быстро,Егор,23,Мужской,7,12345,2024-02-27
317,похожий,дом,Егор,23,Мужской,5,12345,2024-02-27
318,знакомый,человек,Егор,23,Мужской,2,12345,2024-02-27
319,тихий,дон,Егор,23,Мужской,1,12345,2024-02-27
320,тест,егэ,Егор,23,Мужской,3,12345,2024-02-27
321,погода,холод,Егор,23,Мужской,7,12345,2024-02-27
322,все, ,Егор,23,Мужской,5,12345,2024-02-27
323,ставить,ставку,Егор,23,Мужской,2,12345,2024-02-27
324,начать,игру,Егор,23,Мужской,2,12345,2024-02-27
325,мягкий,знак,Егор,23,Мужской,5,12345,2024-02-27
326,карьерист,мужчина,Егор,23,Мужской,2,12345,2024-02-27
327,пассивный,залог,Егор,23,Мужской,3,12345,2024-02-27
328,КГБ,сталин,Егор,23,Мужской,7,12345,2024-02-27
329,военный,конфликт,Егор,23,Мужской,3,12345,2024-02-27
330,оставить,забыть,Егор,23,Мужской,10,12345,2024-02-27
331,уходить,красиво,Егор,23,Мужской,2,12345,2024-02-27
332,великодушный,душный,Егор,23,Мужской,6,12345,2024-02-27
333,смысл,слово,Егор,23,Мужской,20,12345,2024-02-27
334,двигать,стол,Егор,23,Мужской,3,12345,2024-02-27
335,сейчас,здесь,Егор,23,Мужской,12,12345,2024-02-27
336,интересовать,человек,Егор,23,Мужской,16,12345,2024-02-27
337,руки,ноги,Егор,23,Мужской,1,12345,2024-02-27
338,безопасный,автомобиль,Егор,23,Мужской,4,12345,2024-02-27
339,знать,уметь,Егор,23,Мужской,6,12345,2024-02-27
340,появиться,исчезнуть,Егор,23,Мужской,4,12345,2024-02-27
341,беспредел,россия,Егор,23,Мужской,3,12345,2024-02-27
342,дым,копоть,Егор,23,Мужской,4,12345,2024-02-27
343,бабушка,дедушка,Егор,23,Мужской,2,12345,2024-02-27
344,близко,далеко,Егор,23,Мужской,2,12345,2024-02-27
345,сокол,метро,Егор,23,Мужской,2,12345,2024-02-27
346,медленный,интернет,Егор,23,Мужской,2,12345,2024-02-27
347,встать,стул,Егор,23,Мужской,3,12345,2024-02-27
348,мама,папа,Егор,23,Мужской,2,12345,2024-02-27
349,девушка,женщина,Егор,23,Мужской,3,12345,2024-02-27
350,носить,очки,Егор,23,Мужской,2,12345,2024-02-27
351,постель,кровать,Егор,23,Мужской,2,12345,2024-02-27
352,открытый,замок,Егор,23,Мужской,3,12345,2024-02-27
353,тащить,мешок,Егор,23,Мужской,3,12345,2024-02-27
354,рассказать,сказку,Егор,23,Мужской,3,12345,2024-02-27
355,заниматься,спортом,Егор,23,Мужской,2,12345,2024-02-27
356,свистеть,громко,Егор,23,Мужской,5,12345,2024-02-27
357,дать,пять,Егор,23,Мужской,2,12345,2024-02-27
358,печь,пирог,Егор,23,Мужской,2,12345,2024-02-27
359,литература,школьная,Егор,23,Мужской,3,12345,2024-02-27
360,обычный,человек,Егор,23,Мужской,2,12345,2024-02-27
361,конец,фильма,Егор,23,Мужской,1,12345,2024-02-27
362,весь,день,Егор,23,Мужской,2,12345,2024-02-27
363,коррупция, ,Егор,23,Мужской,4,12345,2024-02-27
364,добро,пожаловать,Егор,23,Мужской,4,12345,2024-02-27
365,грести,лодка,Егор,23,Мужской,3,12345,2024-02-27
366,расчетливый,человек,Егор,23,Мужской,2,12345,2024-02-27
367,выйти,окно,Егор,23,Мужской,3,12345,2024-02-27
368,закон,человек,Егор,23,Мужской,2,12345,2024-02-27
369,космос,гагарин,Егор,23,Мужской,4,12345,2024-02-27
370,хотеть,пить,Егор,23,Мужской,4,12345,2024-02-27
371,сын,божий,Егор,23,Мужской,18,12345,2024-02-27
372,короткий,ствол,Егор,23,Мужской,3,12345,2024-02-27
373,звать,собаку,Егор,23,Мужской,2,12345,2024-02-27
374,немец,автомобиль,Егор,23,Мужской,9,12345,2024-02-27
375,стеснительный,человек,Егор,23,Мужской,2,12345,2024-02-27
376,идти,вперед,Егор,23,Мужской,2,12345,2024-02-27
377,холодный,стол,Егор,23,Мужской,2,12345,2024-02-27
378,активный,девайс,Егор,23,Мужской,4,12345,2024-02-27
379,неделя,год,Егор,23,Мужской,2,12345,2024-02-27
380,завод,производство,Егор,23,Мужской,5,12345,2024-02-27
381,культурный,слой,Егор,23,Мужской,2,12345,2024-02-27
382,еда,мясо,Егор,23,Мужской,3,12345,2024-02-27
383,настоящий,квас,Егор,23,Мужской,9,12345,2024-02-27
384,крупный,помол,Егор,23,Мужской,2,12345,2024-02-27
385,одинокий,человек,Егор,23,Мужской,1,12345,2024-02-27
386,национальный,состав,Егор,23,Мужской,2,12345,2024-02-27
387,работа,на дому,Егор,23,Мужской,3,12345,2024-02-27
388,шумный,город,Егор,23,Мужской,2,12345,2024-02-27
389,прошлый,век,Егор,23,Мужской,1,12345,2024-02-27
390,сожаление,<h1>hello</h1>,Егор,23,Мужской,13,"0",2024-02-27
391,взрослый,"<iframe width=\""560\"" height=\""315\"" src=\""https://www.youtube.com/embed/dQw4w9WgXcQ?si=TMtwLNrQ1NiNIXkm\"" title=\""YouTube video player\"" frameborder=\""0\"" allow=\""accelerometer, autoplay, clipboard-write, encrypted-media, gyroscope, picture-in-picture, web-share\"" a",Егор,23,Мужской,103,"0",2024-02-27
392,видеть,небо,Андрей,22,Мужской,11,12345,2024-02-27
393,показать,палец,Андрей,22,Мужской,6,12345,2024-02-27
394,район,мой,Андрей,22,Мужской,4,12345,2024-02-27
395,икра,красная,Данила,23,Мужской,7,12345,2024-02-27
396,балет,театр,Андрей,22,Мужской,6,12345,2024-02-27
397,видеть,глаза,Данила,23,Мужской,5,12345,2024-02-27
398,пройтись,пешком,Андрей,22,Мужской,6,12345,2024-02-27
399,передавать,дело,Данила,23,Мужской,12,12345,2024-02-27
400,рыба,вода,Данила,23,Мужской,4,12345,2024-02-27
401,Чайковский,Корней,Андрей,22,Мужской,15,12345,2024-02-27
402,каторга,тюрьма,Данила,23,Мужской,10,12345,2024-02-27
403,одиночество,сволочь,Андрей,22,Мужской,16,12345,2024-02-27
404,красивый,вид,Данила,23,Мужской,8,12345,2024-02-27
405,часть,целое,Данила,23,Мужской,8,12345,2024-02-27
406,победа,радость,Андрей,22,Мужской,16,12345,2024-02-27
407,проходимец,хитрюга,Андрей,22,Мужской,14,12345,2024-02-27
408,проститутка,бабочка,Данила,23,Мужской,27,12345,2024-02-27
409,мрачный,день,Андрей,22,Мужской,5,12345,2024-02-27
410,приказ,поступил,Андрей,22,Мужской,7,12345,2024-02-27
411,вечность,космос,Данила,23,Мужской,8,12345,2024-02-27
412,помогать,надо,Андрей,22,Мужской,4,12345,2024-02-27
413,утро,ночь,Данила,23,Мужской,3,12345,2024-02-27
414,комната,моя,Андрей,22,Мужской,5,12345,2024-02-27
415,военный,раб,Данила,23,Мужской,4,12345,2024-02-27
416,муж,жена,Данила,23,Мужской,2,12345,2024-02-27
417,провести,день,Андрей,22,Мужской,5,12345,2024-02-27
418,нос,лицо,Андрей,22,Мужской,6,12345,2024-02-27
419,мужик,сила,Данила,23,Мужской,10,12345,2024-02-27
420,транспорт,передвижение,Данила,23,Мужской,3,12345,2024-02-27
421,сверло,дрель,Данила,23,Мужской,3,12345,2024-02-27
422,человек,общество,Данила,23,Мужской,16,12345,2024-02-27
423,общий,вопрос,Андрей,22,Мужской,29,12345,2024-02-27
424,политик,управление,Данила,23,Мужской,10,12345,2024-02-27
425,пойти,дорога,Андрей,22,Мужской,12,12345,2024-02-27
426,деревня,тишина,Данила,23,Мужской,4,12345,2024-02-27
427,вспоминать,слово,Андрей,22,Мужской,3,12345,2024-02-27
428,гнев,ярость,Данила,23,Мужской,2,12345,2024-02-27
429,уединенность,спокойствие,Данила,23,Мужской,3,12345,2024-02-27
430,коммунист,дурак,Данила,23,Мужской,8,12345,2024-02-27
431,добро,творить ,Андрей,22,Мужской,15,12345,2024-02-27
432,урожай,еда,Данила,23,Мужской,7,12345,2024-02-27
433,штраф,деньги,Данила,23,Мужской,6,12345,2024-02-27
434,предприимчивый,человек,Андрей,22,Мужской,13,12345,2024-02-27
435,продолжать,заканчивать,Данила,23,Мужской,5,12345,2024-02-27
436,чай,кофе,Данила,23,Мужской,2,12345,2024-02-27
437,грязный,Рамирос,Андрей,22,Мужской,8,12345,2024-02-27
438,богатство,бедность,Данила,23,Мужской,3,12345,2024-02-27
439,наверно,возможно,Данила,23,Мужской,3,12345,2024-02-27
440,ничтожный,человек,Андрей,22,Мужской,9,12345,2024-02-27
441,ракета,космос,Данила,23,Мужской,4,12345,2024-02-27
442,подойти,ближе,Андрей,22,Мужской,4,12345,2024-02-27
443,конечный,начальный,Данила,23,Мужской,4,12345,2024-02-27
444,брат,сестра,Данила,23,Мужской,2,12345,2024-02-27
445,отнять,дать,Данила,23,Мужской,5,12345,2024-02-27
446,современный,телефон,Андрей,22,Мужской,12,12345,2024-02-27
447,прекрасный,день,Андрей,22,Мужской,4,12345,2024-02-27
448,задний,проход,Андрей,22,Мужской,2,12345,2024-02-27
449,польза,улучшение,Данила,23,Мужской,10,12345,2024-02-27
450,собраться,сделать,Данила,23,Мужской,3,12345,2024-02-27
451,делать,дела,Андрей,22,Мужской,6,12345,2024-02-27
452,объяснить,понять,Данила,23,Мужской,2,12345,2024-02-27
453,утаивать,тайну,Андрей,22,Мужской,5,12345,2024-02-27
454,позвонить,говорить,Данила,23,Мужской,4,12345,2024-02-27
455,возмещать,ущерб,Андрей,22,Мужской,3,12345,2024-02-27
456,гладкий,камень,Андрей,22,Мужской,5,12345,2024-02-27
457,каждый,денб,Андрей,22,Мужской,2,12345,2024-02-27
458,национальный,праздник,Андрей,22,Мужской,3,12345,2024-02-27
459,потенциал,вырос,Андрей,22,Мужской,3,12345,2024-02-27
460,натолкнуться,случайно,Андрей,22,Мужской,5,12345,2024-02-27
461,внешний,вид,Андрей,22,Мужской,2,12345,2024-02-27
462,счастье,есть,Андрей,22,Мужской,3,12345,2024-02-27
463,спать,сладко,Андрей,22,Мужской,17,12345,2024-02-27
464,восстанавливать,силы,Андрей,22,Мужской,4,12345,2024-02-27
465,есть,счастье ,Андрей,22,Мужской,4,12345,2024-02-27
466,неправда,ложь,Андрей,22,Мужской,5,12345,2024-02-27
467,интеллигент,мамин,Андрей,22,Мужской,15,12345,2024-02-27
468,достать,соседа,Андрей,22,Мужской,2,12345,2024-02-27
469,жить,кайф,Андрей,22,Мужской,4,12345,2024-02-27
470,несчастный,человек,Андрей,22,Мужской,5,12345,2024-02-27
471,честный,человек,Данила,23,Мужской,97,12345,2024-02-27
472,болезнь,заражение,Данила,23,Мужской,4,12345,2024-02-27
473,написать,письмо,Данила,23,Мужской,4,12345,2024-02-27
474,овца,ушла,Андрей,22,Мужской,18,12345,2024-02-27
475,народ,русский,Данила,23,Мужской,7,12345,2024-02-27
476,служба,поддержки ,Андрей,22,Мужской,4,12345,2024-02-27
477,тихий,Дон,Андрей,22,Мужской,2,12345,2024-02-27
478,смелость,отвага,Данила,23,Мужской,10,12345,2024-02-27
479,ракета,Фалкон,Андрей,22,Мужской,8,12345,2024-02-27
480,увечье,травма,Данила,23,Мужской,3,12345,2024-02-27
481,Россия,СЛАВА,Андрей,22,Мужской,7,12345,2024-02-27
482,договориться,можно,Андрей,22,Мужской,7,12345,2024-02-27
483,смыться,с места,Андрей,22,Мужской,4,12345,2024-02-27
484,понимать,знание,Данила,23,Мужской,19,12345,2024-02-27
485,лист,белый,Андрей,22,Мужской,3,12345,2024-02-27
486,наркотик,смерть,Данила,23,Мужской,3,12345,2024-02-27
487,демократия,иллюзия,Данила,23,Мужской,5,12345,2024-02-27
488,безопасность,пожарная,Данила,23,Мужской,5,12345,2024-02-27
489,овца,шкура,Данила,23,Мужской,6,12345,2024-02-27
490,черный,асфальт ,Андрей,22,Мужской,27,12345,2024-02-27
491,впечатление,первое,Данила,23,Мужской,11,12345,2024-02-27
492,дитя,ребенок,Данила,23,Мужской,4,12345,2024-02-27
493,искусство,картина,Данила,23,Мужской,3,12345,2024-02-27
494,спросить,Преподователя ,Андрей,22,Мужской,17,12345,2024-02-27
495,тема,темная,Данила,23,Мужской,6,12345,2024-02-27
496,вдовый,пик,Андрей,22,Мужской,4,12345,2024-02-27
497,люди,народ,Данила,23,Мужской,2,12345,2024-02-27
498,быть,тут,Андрей,22,Мужской,5,12345,2024-02-27
499,бросать,курить,Андрей,22,Мужской,3,12345,2024-02-27
500,милый,кролик ,Андрей,22,Мужской,6,12345,2024-02-27
501,мед,домашний,Андрей,22,Мужской,8,12345,2024-02-27
502,традиция,память,Данила,23,Мужской,26,12345,2024-02-27
